,full_text,user,location,date,sentiment
1165,"This year's MMS Interim Meeting Ethics Forum, Nov. at a.m., will explore the ethical considerations for the , from development to distribution. This session is complimentary for MMS members. Non-members will be charged a fee to attend.",MassMedical,"Waltham, Massachusetts",10/26/2020 20:01,positive
1166,police report individuals and establishments for coronavirus measures violations,Parikiaki,London,10/26/2020 18:00,neutral
1167,Woo hoo!,ShoeRepairLady,"St Peters, MO",10/26/2020 17:58,neutral
1168,$PETV A low float Biotech thats ahead of the Curve; Focus on PetVivo (PETV)Discuss: $SELB $BLU $CASI $AXGT $GILD $REGN $JNJ $NLOK $RPD $MSFT $AAPL $AMZN $FB $CYBR $CSCO $CARB $QLYS $SYMC,EmergingGrowth1,,10/26/2020 17:20,neutral
1169,"Indian company along with becomes the th Institution to start phase III trials on a potential vaccine join a select group of countries such as USA, UK, Germany, China &amp; Russia",Rumindahg,Sri Lanka,10/26/2020 16:50,neutral
1170,says its vaccine triggers immune response among adults,HealthcareLdr,Greater New York,10/26/2020 15:47,neutral
1171,The COVID-19 vaccine being developed by the University of Oxford produces an immune response in both elderly and young people and adverse reactions are lower among the elderly -British drug maker AstraZeneca Plc.,newsradiolk,"Colombo, Sri Lanka",10/26/2020 15:24,positive
1172,"Great news! has secured a second potential vaccine deal, this time with American pharmaceutical company that agreed to provide Doha with COVID-19 vaccinations by early .",dohanews,"Doha, Qatar",10/26/2020 15:10,positive
1173,"There are &gt;160 candidates being tested around the globe, but how can we be sure that these vaccines are developed safely &amp; distributed equitably? Read more in our summary of our event with &amp; :",Wilson_MHI,"Washington, DC",10/26/2020 15:01,positive
1174,I've registered to help the find a for Have you?,chitraacharya,"Nottingham, England",10/26/2020 14:52,neutral
1175,EXCELLENT!! : AstraZeneca says its coronavirus vaccine triggers immune response among adults.,NrIsodera,"Kuala Lumpur, Malaysia",10/26/2020 14:44,positive
1176,"Turning to disparities in the pandemic, looks to the facility as a basis for the equitable distribution of a , with India being central to ensuring vaccine distribution.",BenjaminMMeier,New York City,10/26/2020 14:20,neutral
1177,"Even if the cases in Cyprus drop, the danger is still there, Scientific Team member Tsioutis says",Parikiaki,London,10/26/2020 14:04,neutral
1178,AstraZeneca says its coronavirus vaccine triggers immune response among adults,LindaAbbott55,Florida and Wisconsin,10/26/2020 13:58,neutral
1179,"s produces an immune response in older people, raising hopes a vaccine will protect those at greatest risk",BiIndia,"New Delhi, India",10/26/2020 13:30,positive
1180,COVID-19 Pandemic Driving Tech Stocks to Soar; One small cap is worth a nd look $CHNUF Discuss: $TWTR $SNAP $FB $PINS$COE $UTI $LOPE $GOOG $SNOW $CHGG $EDU $GSX $TAL $GNUS $MSFT $NVDA $ZM,EmergingGrowth1,,10/26/2020 12:36,positive
1181,Indian government estimates Rs to Rs cr as the outlay for the COVID-19 vaccine distribution.,marketstodays,"Tamil Nadu, India",10/26/2020 12:23,neutral
1182,| Vaccine politicking: Free inoculation for Bihar is cynical populism ://,bsindia,India,10/26/2020 12:10,negative
1183,Once there is a who will get it first?Indiana lays out its plan.,Local12,"Cincinnati, OH",10/26/2020 12:01,neutral
1184,ETHealthworld | Oxford Covid-19 vaccine trials produce a robust immune response in the elderly: FT,ETHealthWorld,"Noida, India",10/26/2020 12:00,neutral
1185,"A should be universal.Lets be clear: protecting wealthy countries alone will not allow life to return to normal. As long as the virus continues to spread anywhere in the world, it is a threat to us all.We must act together, as nations united.",UNICEF_AUOffice,"Addis Ababa, Ethiopia",10/26/2020 11:48,positive
1186,"Great Reset trending &amp; I'm trying really hard to resist conspiracy theories. It gets harder every day as ""emergency measures"" are extended ad infinitum in spite of low IFR. ... an experimental that cannot logically be safety profiled.",wichitawarlock,,10/26/2020 11:45,positive
1187,State level steering committee monitors compilation &amp; data uploading on digital platforms for COVID-19 vaccine -,Punjabupdate,Chandigarh,10/26/2020 11:37,neutral
1188,Indian government estimates Rs to Rs cr as the outlay for the COVID-19 vaccine distribution.,moneycontrolcom,Mumbai,10/26/2020 11:36,neutral
1189,"Intra-nasal coronavirus vaccine will be much easier to use and deliver, says Kiran Mazumdar Shaw ://",BT_India,India,10/26/2020 11:33,positive
1190,Johnson &amp; Johnson claims that the first batches of its COVID-19 vaccine could be available as soon as in January.,moneycontrolcom,Mumbai,10/26/2020 11:00,positive
1191,"The Financial Times reported that the vaccine, being developed by Oxford and AstraZeneca, triggers protective antibodies and T-cells in older age groups. It cited two people familiar with the finding ://",bsindia,India,10/26/2020 11:00,positive
1192,So when did become finance minister or official spokesperson of state?,s_anoopkumar,India,10/26/2020 10:15,neutral
1193,: 's SUM hospital soon to begin Phase human trial of,werindia,"India and USA, 5 years Old",10/26/2020 9:45,neutral
1194,. Alex Azar is rumored to be pushing for the ouster of Commissioner Stephen Hahn in retaliation for the health agencys issuing its own independent guidance for approving a . has denied the allegations.,CHEManager_EU,"Weinheim, Germany",10/26/2020 9:38,positive
1195,"Rationing, two-dose jabs and an advisory body - how a Covid-19 vaccine would be rolled out. This is very hopeful even just to know it is on its way - we know its not the silver bullet but it will make a huge difference",TherapyWithAnne,"Dun Laoghaire, Co. Dublin",10/26/2020 8:53,positive
1196,Oxford's may get 'emergency approval' before Christmas: Report,phanishankar,Q8,10/26/2020 8:33,neutral
1197,Third phase human trial of to commence in soon,thetribunechd,Chandigarh,10/26/2020 8:10,neutral
1198,"Oxford's Covid-19 Vaccine, in collaboration with is likely to be developed and administered to medics and high-risk patients before the end of .",moneycontrolcom,Mumbai,10/26/2020 7:56,positive
1199,"Union Minister on October said that all Indians will be given free , amidst the demand by Opposition parties in the country for it and not only in poll-bound as announced by the .",Oneindia,India,10/26/2020 7:53,positive
1200,trial,Kavisa9,India,10/26/2020 7:53,neutral
1201,"Oxford Covid-19 vaccine show it produces a robust immune response in elderly people, the group at highest risk.",moneycontrolcom,Mumbai,10/26/2020 7:48,neutral
1202,Medicago signs agreements with the Government of Canada to supply up to million doses of its recombinant plant-derived COVID-19 vaccine,legumeexpress,,10/26/2020 7:33,neutral
1203,"trials produce robust immune response in elderly, reports Financial Times",thetribunechd,Chandigarh,10/26/2020 7:29,neutral
1204,"AstraZeneca resumes Phase-3 trial in US, J&amp;J prepares for the same.",com_gcd,United States,10/26/2020 7:16,neutral
1205,"got the approval last week from the Indian drug controller to start stage-3 trials of (its candidate) next month. To know more, click",TPCI_,"New Delhi, India",10/26/2020 7:10,positive
1206,"Institute for Biological Research will start human clinical trials of its candidate Brilife from Nov after receiving all necessary approvals from the Health Ministry&amp;the Helsinki Committee, the Israeli Defence Ministry said.",TheDailyPioneer,,10/26/2020 7:05,neutral
1207,Hoping and praying everyday that the Covid-19 vaccine comes out and puts the end to this pandemic and pathetic life.,sidshahofficial,"Mumbai, India",10/26/2020 7:03,negative
1208,Coronavirus vaccine: Oxford COVID-19 shot produces strong immune response in elderly people,BT_India,India,10/26/2020 7:02,positive
1209,"updates in India: to begin phase III trials in Mumbai soon, mulls expanding current manufacturing capacity",BiIndia,"New Delhi, India",10/26/2020 7:00,neutral
1210,COVAXIN third phase of the human trial to commence soon in Bhubaneswar. ://,moneycontrolcom,Mumbai,10/26/2020 6:15,neutral
1211,"All Indians to get free coronavirus vaccine, says Union Minister Pratap Sarangi",dna,India,10/26/2020 6:01,positive
1212,"MOPH announced on th October, that it has signed an agreement with a second pharmaceutical company to procure a COVID-19 vaccine as soon as it is approved and released for global use.",thisisqtr,"Doha, Qatar",10/26/2020 5:45,neutral
1213,DNA India - Israel to begin human trials of COVID-19 vaccine next month - [],nippynews,,10/26/2020 5:30,neutral
1214,"SAVE THE DATE: Join us in partnership w/ , &amp; during webinar.Theme: Preparing African Countries for the . Moderators: &amp; Register now at",Amref_Worldwide,"Kenya, Global Headquarters",10/26/2020 4:53,neutral
1215,All citizens in India to get free : Union Minister,thetribunechd,Chandigarh,10/26/2020 4:20,positive
1216,ETHealthworld | Vaccine verdict due by early December: Fauci,ETHealthWorld,"Noida, India",10/26/2020 4:00,negative
1217,to start human trials,DhakaTribune,"Dhaka, Bangladesh",10/26/2020 3:52,neutral
1218,to begin human trials next week,BenTuckett1997,"Winnipeg, Manitoba",10/26/2020 3:26,neutral
1219,Israel to start human trials of on November,BiIndia,"New Delhi, India",10/26/2020 3:05,neutral
1220,"Any idea on how Moderna will address the confounding factors of geographical location, COVID-19 infectivity rates, mask usage and +/-self quarantining in their study?",wendynash2552,,10/26/2020 2:38,neutral
1221,"""You promise free Covid-19 vaccine in Bihar, then are people of other states from Bangladesh or Kazakhstan,"" said.",DeccanHerald,India,10/26/2020 2:13,positive
1222,remind do not politicize quarrel on not make profits too like do it for love of mankind,Boeing7779X,Na,10/26/2020 2:01,positive
1223,Israel to begin human trials of vaccine next month,dna,India,10/26/2020 1:45,neutral
1224,: Phase of human trial of to begin at Odisha's SUM hospital soon,dna,India,10/26/2020 1:28,neutral
1225,Will covid-19 vaccines save lives? Current trials arent designed to tell us,wavedeva,US ðŸŽðŸ¦žðŸ‡ºðŸ‡¸ðŸ‡«ðŸ‡·ðŸ‘©ðŸ¾â€ðŸ’»ðŸ“Šâ›µï¸â™»ï¸ðŸŒŠ,10/26/2020 1:01,neutral
1226,Making a safe &amp; effective available to all Australians is a top priority for usWere monitoring the progress of trials around the world. Any potential vaccine must pass Australias tough regulations before being approved.More info:,healthgovau,Australia,10/26/2020 0:30,positive
1227,to redeem your lowsy performance time to invite makers to develop a vaccines cold storage plant in the Philippines invite private sector participation like right,Boeing7779X,Na,10/26/2020 0:14,negative
1228,On our way. by Modena just completed enrollment with K participants. Now we wait and see.,ksluka0101,"Coralville, IA",10/25/2020 23:57,neutral
1229,So the elderly become the test bunnies. Aye aye aye,CjColclough,"Nyon, Switzerland",10/25/2020 23:51,neutral
1230,Cyprus authorities report another COVID-19 cases on Sunday,Parikiaki,London,10/25/2020 22:12,neutral
1231,"This year has been the worst ever in so many ways. But the fact we will, almost certainly, have a imminently shows what we can achieve if the world pulls together with a common threat and purpose. After this, can governments PLEASE actually tackle",GOTHARDDANIEL,"Oxford, England",10/25/2020 21:02,negative
1232,. Alex Azar is rumored to be pushing for the ouster of Commissioner Stephen Hahn in retaliation for the health agencys issuing its own independent guidance for approving a . has denied the allegations.,CHEManager_EU,"Weinheim, Germany",10/25/2020 20:37,positive
1233,DNA India - India to get COVID-19 vaccine by mid-2021 says Biocon's Kiran Mazumdar-Shaw - [],nippynews,,10/25/2020 19:00,neutral
1234,"The , the ministry said, has already tested well on a number of animal models and the IIBR has produced more than doses for the first and second phases of the clinical trials.",timethief,"Salish Sea, B.C.",10/25/2020 18:41,positive
1235,We need to work together. will bring us together again to join the rest of the world in,armstrongcircu2,Cincinnati OH,10/25/2020 18:37,neutral
1236,The Health and Human Services Secretary Alex Azar said that the United States will preferably have the effective vaccines to immunize all the vulnerable COVID-19 patients by end of . ://,MirrorReview1,"Pune, India",10/25/2020 17:30,positive
